German	जर्मन
campuses in	शिक्षालय
the waste	फोहोर
Pink Floyd	पर्पल
and typically	सामान्यतया
that moment	त्यो क्षण
began training	तालिम सुरु
the Filipino	फिलिपिनो
the lungs	फोक्सोमा
this technology	यो प्रविधि
the triangle	चिह्नमा
in Tucson	टाउन
the auditorium	सभाहल
that person	त्यो व्यक्ति
their old	आफ्नो पुरानो
the wreckage	दुर्घटनास्थलमा
the seas	समुद्रको
the Global	ग्लोबल
to commence	थाल्ने
and forestry	र वन
high risk	उच्च जोखिम
the Sea	महासागर
regained the	हत्याउने
and coming	आउने र
international cricket	अन्तर्राष्ट्रिय क्रिकेट
the postal	हुलाक
the stability	स्थिरता र
other international	अन्य अन्तर्राष्ट्रिय
in Myanmar	म्यानमार
and gradually	पनि विस्तारै
few decades	केही दशक
their political	आफ्नो राजनीतिक
six hours	तीन घन्टा
religious freedom	धार्मिक स्वतन्त्रता
agricultural products	कृषि उत्पादन र
earthquake and	भूकम्पको
their presence	आफ्नो उपस्थिति
political life	राजनीतिक जीवन
equality and	समानता र
one piece	एक टुक्रा
the conspiracy	हत्याकाण्डमा
the collected	संकलित
every month	हरेक महिना
and Keith	कुमार
born June	गते जन्मिएका
is opened	खोलेको हो
quite different	निकै फरक
researcher and	अनुसन्धानकर्ता
National Railways	नेपाल राष्ट्रिय यातायात
150 years	सय वर्ष
emergency medical	इमर्जेन्सी
one step	एक कदम
friendship and	मित्रता
and Alfred	प्रताप
geography and	भूगोल
place that	त्यो स्थान
many important	धेरै महत्वपूर्ण
ceased in	अनिश्चितकालका
trade agreement	व्यापार सम्झौता
and timber	काठ र
the redevelopment	स्तरोन्नतिको
and 48	४३
financial aid	आर्थिक सहायता
Indian territory	भारतीय भूमिमा
and administrator	प्रशासक र
Assistant Director	चिफ
various aspects	बारेमा विभिन्न
dog and	कुकुर पनि
Army National	राष्ट्रिय सेना
and Ron	र सन्तोष
and Frederick	र महेन्द्र
natural disasters	प्राकृतिक विपत्ति
and potentially	पनि यसले
this tradition	यो परम्परा
kitchen and	भान्सा
the routes	रुटमा
began producing	उत्पादन सुरु
victims and	र पीडित
governance and	सुशासन र
the bowl	शान
information regarding	जानकारीहरु
and flowers	फूलहरू
and posted	पोष्ट
Studios and	प्रोडक्सन
the destination	गन्तव्य
Pradesh and	उत्तरप्रदेश
and Terry	र बिनोद
a disciple	शिष्य
ministers and	मन्त्रीहरू
thoughts and	भावनाहरू
new law	नयाँ कानुन
international school	विश्व विद्यालय
Cricket League	क्रिकेट लिग
brand and	ब्रान्डको
the protocol	प्रोटोकल
from every	देखि हरेक
and Sean	सन्जय
lighting and	लाइट
suspicious of	शंकास्पद
