eight	අට
Kettle	කොකා
cutie	හික්ස්ස්
ATTACK	ප්‍රහාරයක්‌
ovaries	ඩිම්බ
priceless	වටිනා
Haller	ෆ්‍රෑන්ක්
buri	මහියංගණය
nestlé	මැලිබන්
Agrippa	සීසර්
despot	පාලකයාට
alchemist	දනා
Newington	පානදුර
depressing	ඒකාකාරී
gourd	බුලත් කොළ
Rabbitohs	රිනවුන්
wiping	අතුගා
Theatres	තියටර්ස්
proletariat	නිර්ධන
cyclical	චක්‍රයක්
Kennett	කිරිඇල්ල
werewolves	මේ යක්කු
FIRE	ගින්නක්‌
Thoreau	සේකර
decadent	පාදඩ
minotaur	තාරා
contradicts	නොපිළිගන්නා
watercourse	ඇළ
enclose	වටවූ
unregulated	අවිධිමත්
Pettit	ක්ලාක්
phobia	භීතිකාව
sufferings	පීඩාව
salads	සලාද
Brooker	ෆිල්
Mojo	බුවාගේ
clarifying	පැහැදිලි කිරීම
immunization	ප්‍රතිශක්තිකරණ
Stockwell	ශ්‍රියන්ත
retirees	විශ්‍රාමිකයන්
PLAN	සැලැස්‌ම
Mo	කො
ontological	වාස්තවික
lulu	යශෝධරා
plundering	කොල්ලකෑමේ
Unser	වුණා…
bravely	අභීතව
dictatorial	ඒකාධිපති
TERROR	ත්‍රස්‌ත
Mcclintock	ගැරී
causality	හේතුඵල
coupons	රීලෝඩ්
Giovanna	මාරියා
upholstery	කුෂන්
graced	සරසන
ionizing	විකිරණ
flips	පෙරලිලා
permutation	අංකනය
marianas	අර්ධද්වීපය
grail	නිධානය
mannered	ප්‍රියමනාප
karna	රාම
brochures	අත්පත්‍රිකා
Lomas	ටෙන්
Terrance	නිරිඇල්ල
Crusher	චන්දරේ
Natalya	රූපා
DSM	and
muchmusic	සිරස සිරස සිරස
apoel	හැව්ලොක්ස්
howmeh	හැම ගෙදරකම
unforeseen	අනපේක්‍ෂිත
taka	පිං
Integration	ඒකාබද්ධතා
glyphs	අක්ෂර
congratulations	සුබපැතුම්
appointee	ලේකම්වරයා
Ganguly	ටෙන්ඩුල්කාර්
sleek	පෙනුමකින්
jag	වන්නියට
Lula	සජින්
lorries	ලොරි
Whedon	ටැබූ
Wal	රිෂාඩ්
brushed	තද
abstain	වැළකී
Poll	විමසුමක්
aha	පිණිසයි
Institut	අමාත්‍යාංශයේදී
startled	තිගැස්සී
tremors	කම්පනය
skype	ස්කයිප්
randwick	නාවලපිටිය
Numbers	අංක
mustache	රැවුලක්
nickelodeon	ස්ටාර්
Courtyards	මැදුරු
unclean	ගද
homelands	වාසභූමි
strewn	වැටි වැටි
evacuating	මුදාගැනීමට
Mayne	තෝමස්
Atms	ටෙලර්
Jonson	කෝලම
Rockport	නිවිතිගල
Fitness	සුවතා
creationism	පරිණාමවාදය
bodhisattva	බුදුරජාණන් වහන්සේ
wala	කරමු”
deranged	වියරු
CARD	ක්‍රෙඩිට්‌
zeeland	වලිකාමම්
torches	පන්දම්
Cushman	ඊබට්
yume	බිඟුවා
breakdowns	ආතති
freezer	ශීතකරණයේ
extirpated	වඳවී
minefields	බිම්බෝම්බ
formatting	යුනිකෝඩ්
disfigured	විරූපී
Garnier	සුරේන්
handcuffs	මාංචු
pinnacles	පියගැට
vagabond	ඉලන්දාරියා
approvals	අනුමැතිය
lifesaving	ජීවිතාරක්‍ෂක
Akers	කුරේ
Pompidou	කෙහෙළිය
butchers	කඩවලට
mobilizing	ක‍්‍රියාකාරී
consorts	කුමරියක
taverns	තැබෑරුම්
Smallwood	දහනායක
PRICE	මිලක්‌
repose	හිඳිනා
snoop	ෆ්‍රෙන්ඩ්
exaggeration	අතිශයෝක්තියෙන්
harrowing	කටුක
misinterpreted	වරදවා
Chai	ෆවුසි
Karan	දීපිකා
rogaland	කුච්චවේලි
Et	මේධානන්ද
Kulkarni	ෂර්මා
radiate	විහිදෙන
veracity	සත්‍ය අසත්‍යතාවය
selfless	පරාර්ථකාමී
dials	ඔරලෝසුවේ
trojan	ට්‍රෝජන්
curled	විහිදා
alumna	ශිෂ්‍යාවක්
indiscriminate	සාහසික
depreciation	මුදලේ
earthenware	මැටි
Slattery	ක්‍රිස්ටි
blockage	අවහිර
chopping	කපන එක
subsidised	නොමිලයේ
stewie	පොඩ්ඩිට
faust	සරච්චන්ද්‍ර
stargate	සක්වළ
tossing	විසිකරන
Jacks	ගෝල්ඩ්
barcode	කාඩ්පත
Garvin	සිරිවර්ධන
mahayana	මහායාන
Tau	දේශබන්ධු
nutritious	පෝෂ්‍යදායී
sandringham	මහනුවර
Dredd	රන්ජා
dowager	බිසව
Marshfield	මතුගම
movers	නාවන
doorstep	ඒ ගෙදරට
checkmate	වැරදුණු
tunku	මහතීර්
Sale	දයාවංශ
prodigal	කුළුදුල්
forcible	බලහත්කාර
postmodernism	නූතනවාදය
blackberry	ඇපල්
Denman	වෙස්ට්
ramsgate	ත්‍රිකුණාමලය
apo	ගුණවංශ
faking	නැතිකරගන්න
swims	පිහිනීමට
bauxite	නිධිය
misrepresentation	සාවද්‍ය
quatre	වික්‍රමබාහු
Aurobindo	තාගෝර්
sup	නාමල්ට
electropop	සින්දුවට
sustenance	ශ්‍රමය
chap	අමර
mam	හැ
wally	මහතුන්
ivory	ඇත්දළ
ascertained	අනුමාන
Biltmore	වෝටර්ස්
Congresswoman	මන්ත්‍රීවරිය
cupboard	අල්මාරිය
watermill	අම්බලම
counteroffensive	මෙහෙයුම දියත්
crap	කියෝලා
opossum	පිඹුරා
purposefully	උවමනාවෙන්ම
tirelessly	කැපවී
dufferin	පෙරුමාල්
Dreams	සිතුව්ලි
FINANCIAL	රක්‌ෂණ
subjectivity	යථාව
Teo	විතාරණ
precocious	වියේ
trincomalee	ත්‍රිකුණාමලයට
commotion	කලබලයක්
queues	පෝලිම්
Chaves	ලියෝන්
Aishwarya	ඓශ්වර්යා
COMPUTER	තාක්‌ෂණික
Tiberius	ඇලෙක්සැන්ඩර්
Epps	පොලිසියෙ
Bosley	‘ද
stumble	ලිස්සලා
daggers	කඩු
sponsorships	අනුග්‍රාහකයන්
hag	හු
Kenilworth	වතුයාය
unbiased	විචාරශීලී
transcend	අතික්‍රමණය
embarks	යන්නාවූ
reconnect	ඈත්
Raghu	දේව්
tailings	ළිං
transcendent	ලෝකෝත්තර
acne	කුරුලෑ
launceston	සීදූව
anak	පරිවේනාධිපති
Odeon	ටවර්
leaned	නැඹුරු
jointed	පතුරු
sharpened	මුවහත්
painfully	අපහසුවෙන්
Bouvier	ජීන්
Gambit	ඉට
sowing	වැපිරීම
feudalism	වැඩවසම්
retrial	අධිකරණයෙන්
picnics	විනෝද
printings	මුද්‍රණයෙන්
proverb	කියමනක්
entice	පොළඹවා
Roseanne	ඔමා
Broom	බේ
meetinghouse	පන්සල
recap	බලපු
dreamy	සුන්දරත්වයක්
pastries	රසකැවිලි
Gillett	ලීලානන්ද
hyena	ඌරා
mather	දැක්වූවා
Billington	රෝලන්ඩ්
Maryam	රිසානා
Wheels	වීල්
permafrost	ග්ලැසියර
Thiago	ගයාන් ගයාන් ගයාන්
vibrating	කරකැවෙන
absurdity	හාස්‍යය
Bel	සිහළ
Strange	වැම්පයර්
stax	‘ස’
allegany	කොට්ඨාශයෙහි
Strom	අබේවර්ධන
uninterested	කැමැත්තකින්
pastiche	ප්‍රබන්ධයක්
monarchies	රාජාණ්ඩු
Elmhurst	පනාගොඩ
Hollander	ඇන්ටන්
brecht	බ්‍රෙෂ්ට්
nigger	පොන්නයා
traumatized	කම්පනයට
incriminating	කටඋත්තරයක්
homesteads	ඉඩම්වල
compost	කොම්පෝස්ට්
Jenks	හේවාවිතාරණ
lyricism	මිහිරියාව
pepsico	කොකාකෝලා
inaction	ක්‍රියාකලාපය
Hurdler	ශූරිය
Testing	පරීක්ෂණයකින්
SYSTEMS	පද්ධතියක්‌
EN	එළිදකී
misty	මිහිදුම්
duff	හැරියා
Ayesha	ෆාතිමා
incurable	රෝගියෙක්
Vann	අමරසිංහ මහතා
twister	මරු
bhima	තවුසා
822	තුන්
Steph	මට මිස්
conspiracies	කුමන්ත්‍රණ
ashfield	අවිස්සාවේල්ල
Abdur	මොහමඩ්
Glenelg	හික්කඩුව
gad	“අපිට
gamepro	ටොප්
ps2	ඔරිජිනල් එක
Berlioz	සරච්චන්ද්‍රයන්ගේ
unattractive	අවලස්සන
Marsalis	මිල්ටන්
Madera	මිනිපේ
wicketkeeper	පිතිකරුවෙකු
igniting	දැල්වීමට
piłsudski	ස්ටාලින්
azimuth	කෝණය
Chrissie	හංසි
chocolates	චොක්ලට්
stockpile	ගබඩාවල
Spoon	සුරතින්
shone	බැබලෙන
Krista	කෞෂල්‍යා
rubbed	අඹරා
Bayside	ගල්කිස්ස
fantastical	සුරංගනා
shameful	නින්දිත
vidya	සායි
cutbacks	කප්පාදුවක්
hijack	කටුනායකදී
Stiller	ස්ටෝරි
watery	දුගඳ
almonds	ගම්මිරිස්
Gwyneth	ජුලියට්
ulla	සුමේධා
bewitched	භූතාත්මය
kt	සෝ
goodies	අපි කට්ටියම
rectum	ගුද
propelling	ගෙනයා
ninjas	මුන් මේ
junius	ජයදේව
emissaries	දූතයන්
ane	‘‘
constipation	මලබද්ධය
storehouse	ගබඩාව
starry	සඳ
lynch	කීත්
recitative	ස්වරයෙන්
sleepless	රැයක
articular	අස්ථිය
meru	දිඹුලාගල
discouraging	අධෛර්යමත්
scum	තොපි වගේ
Nearby	බෙරගල
Edgerton	ජයමාන්න
substantiated	සනාථ
unnecessarily	අනවශ්‍ය
septuagint	හෙබ්‍රෙව්
HOSTED	හමුවක්‌
samadhi	සමාපත්ති
Karzai	ජනාධිපති හමීඩ් කර්සායි
popped	එක උඩට
slumped	වැටිණි
fertilized	සංසේචනය
identifiers	අංකයක්
Chaucer	ගජමන්
embolism	හෘදයාබාධයක්
tranquil	චමත්කාරය
embattled	මකර
lexicographer	උගතකු
misfortunes	අපකීර්තිය
zed	මහලොකු
resourceful	උත්සාහවන්ත
Warhammer	කොමික්
contemplate	අත්විඳින
grasshoppers	ඌරො
coastguard	වෙරළාරක්ෂක
effluent	අපද්‍රව්‍ය
captivating	අපූර්ව
blouse	ගවුම්
Hargrove	ජානක
Gautama	ගෞතම බුදුන් වහන්සේ
Mclennan	ඉයන්
amiable	කරුණාවන්ත
hydrochloric	ක්ලෝරයිඩ්
Dreamworks	ඇන්ඩ් ද
eelam	දෙමළ ඊළාම්
somber	ශෝකී
devaluation	අවප්‍රමාණය
nonviolence	අවිහිංසාවාදී
reconciling	නමුත් සැබෑ
neuropathy	ආබාධ
Seuss	එක එක කතන්දර
Frankston	වත්තල
cantilevered	ආරුක්කු
roamed	සැරිසරමින්
COUNTIES	දිස්‌ත්‍රික්‌ක
handkerchief	ලේන්සුවක්
mindful	අවබෝධයෙන්
intolerant	අන්තගාමී
lenovo	සැම්සුන්
he died	ඔහු මිය
as he	ලෙස ඔහු
and they	සහ ඔවුන්
the Indian	ඉන්දියානු
school and	පාසලේ
unable to	බැරිවෙලා
the water	ජලය
music video	මියුසික්
Km ²	මිලඅවම සැතපුම් ගණනක්දැන්වීමේ
music and	සංගීත
her father	ඇගේ පියා
education and	අධ්‍යාපනය හා
as their	ලෙස ඔවුන්ගේ
research and	පර්යේෂණ
revealed that	හෙලි
by their	විසින් ඔවුන්ගේ
because he	නිසා ඔහු
and international	අන්තර්ජාතික
someone living	ජීවත් වෙන කෙනෙක්
